mom_w,vol_w,val_w,top_n,defensive_allocation,total_return,annual_return,max_drawdown,defensive_weeks,total_weeks
0.2,0.5,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.3,0.4,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.2,0.6,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.2,0.4,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.2,0.2,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.2,0.3,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.2,0.3,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.2,0.3,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.3,0.3,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.3,0.3,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.2,0.5,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.2,0.6,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.2,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.2,0.5,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.2,0.4,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.2,0.6,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.3,0.2,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.3,0.2,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.4,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
